room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
1.0,3.0,4.0,0.12,0.0,150
1.0,2.0,83.0,2.42,0.0,80
1.0,2.0,45.0,2.84,33.0,175
0.0,2.0,3.0,2.43,175.0,90
0.0,1.0,1.0,0.79,194.0,80
0.0,1.0,184.0,7.84,30.0,59
1.0,3.0,6.0,0.44,14.0,130
0.0,1.0,9.0,0.95,365.0,55
0.0,2.0,30.0,3.35,233.0,35
1.0,3.0,14.0,1.81,51.0,70
1.0,3.0,6.0,2.57,235.0,170
1.0,10.0,18.0,0.43,157.0,145
1.0,2.0,28.0,3.98,0.0,250
1.0,2.0,157.0,2.73,15.0,98
0.0,3.0,1.0,1.0,5.0,95
1.0,1.0,3.0,0.45,311.0,145
1.0,3.0,1.0,1.0,4.0,130
1.0,4.0,74.0,1.69,350.0,114
0.0,3.0,49.0,3.68,11.0,50
0.0,1.0,14.0,1.24,22.0,200
1.0,3.0,13.0,3.86,9.0,150
0.0,1.0,28.0,0.89,17.0,120
0.0,2.0,16.0,4.53,313.0,62
1.0,4.0,2.0,0.05,0.0,150
1.0,2.0,6.0,3.0,48.0,171
1.0,3.0,54.0,0.65,3.0,115
1.0,2.0,14.0,0.29,0.0,110
1.0,4.0,2.0,0.23,4.0,160
0.0,7.0,47.0,0.8,121.0,80
1.0,3.0,20.0,1.0,0.0,110
0.0,3.0,22.0,0.46,0.0,295
0.0,1.0,26.0,9.4,74.0,50
0.0,2.0,78.0,1.22,0.0,120
0.0,1.0,9.0,0.46,364.0,119
1.0,2.0,2.0,0.12,0.0,110
1.0,2.0,5.0,4.29,337.0,225
0.0,1.0,37.0,5.84,0.0,35
1.0,2.0,92.0,2.97,127.0,165
2.0,1.0,55.0,4.19,204.0,65
0.0,5.0,1.0,0.07,0.0,150
1.0,5.0,42.0,1.55,77.0,200
1.0,1.0,24.0,1.82,87.0,161
1.0,6.0,12.0,0.24,66.0,255
1.0,2.0,7.0,0.52,0.0,170
0.0,5.0,87.0,2.43,305.0,90
0.0,4.0,160.0,1.89,79.0,55
1.0,3.0,2.0,0.32,0.0,80
0.0,4.0,23.0,1.2,80.0,70
1.0,5.0,52.0,2.35,113.0,150
0.0,1.0,4.0,0.1,0.0,79
0.0,1.0,161.0,5.74,365.0,80
0.0,3.0,4.0,0.48,0.0,70
1.0,3.0,52.0,3.9,37.0,160
1.0,5.0,4.0,0.36,19.0,285
0.0,2.0,3.0,0.13,364.0,125
1.0,4.0,26.0,2.6,49.0,269
0.0,1.0,23.0,0.33,0.0,75
0.0,3.0,3.0,0.22,0.0,79
0.0,7.0,19.0,0.52,251.0,40
1.0,2.0,2.0,2.0,98.0,250
1.0,2.0,136.0,3.4,170.0,275
1.0,2.0,68.0,1.93,100.0,150
0.0,1.0,5.0,0.15,0.0,55
1.0,2.0,9.0,0.38,0.0,200
1.0,1.0,4.0,0.06,0.0,270
0.0,4.0,4.0,0.36,364.0,75
1.0,3.0,5.0,5.0,113.0,85
1.0,5.0,5.0,1.81,318.0,135
0.0,1.0,35.0,5.59,82.0,100
1.0,4.0,105.0,2.99,143.0,176
1.0,3.0,3.0,0.15,0.0,70
1.0,5.0,6.0,0.21,0.0,175
0.0,3.0,270.0,3.34,300.0,125
0.0,2.0,6.0,0.47,0.0,40
1.0,2.0,63.0,3.9,239.0,275
0.0,1.0,6.0,0.34,0.0,59
0.0,2.0,17.0,0.55,190.0,105
1.0,5.0,49.0,0.83,234.0,250
2.0,1.0,25.0,1.69,270.0,75
1.0,3.0,8.0,0.83,339.0,389
1.0,3.0,6.0,0.17,0.0,147
0.0,2.0,5.0,0.57,0.0,150
0.0,7.0,5.0,1.06,8.0,90
1.0,2.0,14.0,2.19,364.0,250
0.0,2.0,1.0,0.05,0.0,60
0.0,1.0,25.0,0.43,78.0,89
1.0,2.0,141.0,2.43,216.0,100
0.0,1.0,1.0,0.02,0.0,80
1.0,4.0,17.0,1.53,252.0,329
2.0,3.0,1.0,1.0,345.0,30
1.0,3.0,95.0,2.74,71.0,138
1.0,1.0,1.0,0.02,0.0,100
1.0,3.0,64.0,0.7,18.0,350
1.0,2.0,7.0,5.68,14.0,145
0.0,4.0,2.0,0.04,0.0,49
0.0,1.0,5.0,0.11,0.0,65
0.0,3.0,2.0,1.62,30.0,49
0.0,2.0,10.0,0.4,0.0,300
0.0,2.0,91.0,2.6,21.0,48
1.0,2.0,159.0,3.2,348.0,185
2.0,2.0,62.0,5.81,3.0,49
0.0,2.0,43.0,0.59,88.0,117
1.0,2.0,20.0,0.21,127.0,500
1.0,3.0,25.0,0.43,0.0,195
0.0,1.0,54.0,1.56,78.0,50
0.0,2.0,249.0,4.12,132.0,69
0.0,1.0,10.0,0.17,365.0,149
1.0,2.0,1.0,0.02,0.0,110
1.0,1.0,3.0,0.53,362.0,229
0.0,2.0,7.0,0.4,0.0,47
1.0,4.0,11.0,0.22,0.0,169
1.0,2.0,2.0,0.64,177.0,150
0.0,1.0,6.0,6.0,365.0,100
0.0,5.0,6.0,1.73,280.0,150
0.0,1.0,33.0,4.48,80.0,45
0.0,4.0,27.0,0.57,312.0,125
1.0,1.0,76.0,2.1,311.0,210
1.0,2.0,1.0,0.16,0.0,225
0.0,1.0,9.0,0.14,0.0,91
0.0,2.0,13.0,0.55,311.0,40
1.0,3.0,2.0,0.04,0.0,180
1.0,3.0,6.0,0.16,0.0,189
0.0,4.0,3.0,0.76,0.0,60
1.0,1.0,27.0,0.74,0.0,161
1.0,3.0,3.0,0.46,1.0,99
0.0,3.0,36.0,0.41,281.0,70
0.0,1.0,109.0,5.97,0.0,120
1.0,5.0,1.0,0.03,0.0,85
1.0,4.0,16.0,2.11,323.0,189
1.0,3.0,16.0,0.52,154.0,163
1.0,3.0,13.0,0.38,11.0,95
1.0,2.0,1.0,0.02,0.0,200
1.0,3.0,2.0,0.17,0.0,170
0.0,2.0,6.0,0.41,0.0,95
0.0,1.0,25.0,2.12,46.0,49
0.0,1.0,19.0,0.94,175.0,51
1.0,2.0,46.0,3.08,141.0,135
0.0,1.0,1.0,0.02,0.0,95
0.0,1.0,200.0,5.87,60.0,110
1.0,2.0,102.0,3.75,70.0,89
0.0,1.0,2.0,0.31,0.0,90
1.0,1.0,2.0,0.07,0.0,175
1.0,5.0,1.0,0.02,0.0,125
1.0,2.0,2.0,0.03,0.0,75
0.0,5.0,1.0,1.0,61.0,94
0.0,1.0,2.0,0.05,0.0,97
0.0,1.0,3.0,0.08,0.0,50
1.0,3.0,8.0,0.67,3.0,95
0.0,2.0,64.0,0.89,87.0,60
1.0,2.0,30.0,2.88,35.0,126
0.0,3.0,2.0,1.22,0.0,65
0.0,1.0,2.0,1.13,179.0,375
0.0,2.0,34.0,2.34,156.0,86
1.0,1.0,1.0,1.0,134.0,100
1.0,4.0,5.0,0.25,0.0,100
1.0,2.0,149.0,2.76,0.0,120
0.0,3.0,3.0,0.13,0.0,45
1.0,4.0,2.0,0.32,156.0,299
0.0,1.0,4.0,0.74,0.0,140
0.0,3.0,8.0,0.17,0.0,80
0.0,1.0,31.0,2.81,337.0,85
0.0,1.0,36.0,3.74,63.0,40
0.0,7.0,102.0,3.66,173.0,71
0.0,1.0,41.0,1.9,340.0,55
1.0,2.0,3.0,0.27,0.0,200
0.0,1.0,14.0,1.25,0.0,75
0.0,1.0,26.0,4.08,174.0,49
1.0,1.0,1.0,0.04,0.0,114
1.0,5.0,1.0,0.34,0.0,69
1.0,3.0,4.0,0.11,0.0,210
0.0,1.0,8.0,0.28,0.0,75
0.0,1.0,4.0,0.39,125.0,65
1.0,3.0,150.0,2.91,159.0,249
0.0,2.0,4.0,0.11,0.0,130
1.0,3.0,75.0,3.24,323.0,170
0.0,1.0,4.0,0.43,0.0,100
0.0,7.0,1.0,0.36,364.0,80
1.0,7.0,1.0,0.04,0.0,150
1.0,5.0,9.0,0.18,0.0,130
0.0,7.0,73.0,0.94,212.0,70
1.0,2.0,1.0,1.0,83.0,175
1.0,4.0,16.0,1.97,66.0,1000
1.0,2.0,148.0,3.26,216.0,275
0.0,4.0,13.0,1.41,48.0,99
1.0,5.0,1.0,1.0,32.0,180
0.0,6.0,2.0,0.14,0.0,85
0.0,2.0,183.0,3.9,263.0,133
0.0,1.0,109.0,3.61,168.0,99
1.0,2.0,1.0,0.04,0.0,180
1.0,1.0,198.0,5.63,21.0,129
1.0,1.0,7.0,0.27,0.0,105
1.0,4.0,26.0,0.57,0.0,100
1.0,2.0,9.0,4.5,0.0,100
1.0,2.0,3.0,3.0,221.0,279
0.0,3.0,5.0,0.2,179.0,109
0.0,1.0,134.0,4.69,251.0,72
1.0,4.0,24.0,0.25,0.0,170
1.0,4.0,132.0,1.27,46.0,95
1.0,3.0,3.0,0.48,42.0,150
0.0,1.0,22.0,5.41,24.0,50
1.0,1.0,7.0,1.74,8.0,177
1.0,2.0,34.0,1.89,117.0,60
0.0,5.0,8.0,0.31,332.0,54
0.0,2.0,4.0,0.2,0.0,150
0.0,2.0,1.0,0.03,0.0,45
1.0,3.0,42.0,2.94,46.0,260
0.0,2.0,1.0,1.0,87.0,125
1.0,3.0,4.0,0.99,133.0,278
1.0,3.0,13.0,0.28,0.0,99
1.0,2.0,20.0,0.46,164.0,125
1.0,2.0,4.0,2.22,263.0,750
1.0,1.0,4.0,0.64,8.0,140
0.0,2.0,5.0,0.14,0.0,70
0.0,1.0,22.0,0.5,89.0,180
0.0,1.0,76.0,6.28,16.0,76
0.0,2.0,31.0,0.44,20.0,70
0.0,3.0,6.0,0.48,9.0,100
0.0,1.0,19.0,1.61,153.0,99
0.0,1.0,1.0,0.59,365.0,89
0.0,2.0,5.0,0.46,340.0,149
1.0,2.0,10.0,0.21,0.0,125
0.0,1.0,1.0,0.04,0.0,50
1.0,3.0,12.0,0.18,15.0,120
1.0,5.0,3.0,0.86,280.0,800
0.0,3.0,8.0,0.56,0.0,80
0.0,5.0,7.0,0.1,300.0,110
1.0,5.0,14.0,0.53,0.0,100
0.0,1.0,33.0,0.38,84.0,100
1.0,2.0,1.0,1.0,123.0,295
1.0,2.0,1.0,0.15,0.0,600
0.0,1.0,389.0,6.51,254.0,95
0.0,3.0,5.0,0.49,39.0,150
0.0,1.0,9.0,2.11,64.0,40
1.0,4.0,91.0,1.95,4.0,153
0.0,5.0,34.0,4.23,40.0,42
0.0,3.0,7.0,0.68,213.0,89
0.0,2.0,220.0,2.17,8.0,69
0.0,1.0,36.0,4.34,79.0,95
0.0,1.0,9.0,0.24,0.0,35
0.0,3.0,1.0,0.21,0.0,37
0.0,2.0,34.0,0.35,222.0,75
0.0,2.0,19.0,0.99,303.0,75
0.0,1.0,2.0,0.06,346.0,199
1.0,2.0,217.0,3.67,214.0,119
0.0,7.0,2.0,0.27,188.0,40
0.0,4.0,1.0,0.57,340.0,75
1.0,1.0,10.0,2.17,3.0,78
1.0,4.0,17.0,1.1,5.0,250
1.0,3.0,4.0,0.18,0.0,85
1.0,3.0,28.0,0.65,3.0,200
1.0,4.0,20.0,0.3,279.0,200
0.0,2.0,5.0,0.16,364.0,99
1.0,2.0,24.0,2.11,232.0,197
1.0,2.0,44.0,1.43,3.0,175
1.0,2.0,21.0,2.78,5.0,135
2.0,1.0,12.0,0.32,0.0,120
1.0,6.0,2.0,0.3,24.0,75
1.0,2.0,16.0,0.23,261.0,185
1.0,2.0,32.0,1.5,248.0,550
0.0,5.0,125.0,2.83,177.0,120
0.0,2.0,3.0,0.08,0.0,150
1.0,4.0,2.0,0.13,0.0,275
0.0,2.0,1.0,0.16,79.0,90
0.0,1.0,4.0,4.0,345.0,49
0.0,2.0,2.0,0.1,0.0,60
0.0,2.0,11.0,0.87,9.0,160
1.0,5.0,7.0,0.57,6.0,195
1.0,2.0,3.0,0.08,0.0,165
1.0,1.0,1.0,0.09,0.0,125
1.0,2.0,8.0,1.0,5.0,200
0.0,2.0,2.0,1.36,2.0,65
0.0,5.0,2.0,0.54,0.0,50
1.0,1.0,9.0,0.16,0.0,130
0.0,2.0,37.0,1.18,90.0,60
1.0,2.0,113.0,3.58,86.0,135
1.0,3.0,3.0,0.16,0.0,250
1.0,2.0,78.0,3.26,65.0,104
1.0,2.0,22.0,3.55,230.0,125
0.0,5.0,65.0,2.18,60.0,95
0.0,2.0,2.0,1.18,174.0,90
0.0,3.0,50.0,1.31,240.0,60
1.0,2.0,22.0,0.5,0.0,200
0.0,2.0,32.0,0.64,63.0,70
0.0,3.0,6.0,0.42,156.0,60
0.0,1.0,220.0,6.0,180.0,70
1.0,4.0,6.0,0.14,314.0,115
1.0,3.0,2.0,0.24,362.0,200
0.0,1.0,8.0,0.43,0.0,250
1.0,2.0,54.0,4.06,180.0,140
0.0,3.0,14.0,3.41,77.0,30
0.0,1.0,16.0,3.61,142.0,39
0.0,2.0,11.0,1.05,318.0,60
0.0,3.0,3.0,0.12,0.0,90
1.0,2.0,17.0,3.05,79.0,200
0.0,1.0,1.0,0.03,0.0,70
2.0,1.0,99.0,6.31,67.0,30
0.0,2.0,1.0,1.0,363.0,280
1.0,5.0,8.0,0.52,0.0,189
0.0,2.0,19.0,0.89,274.0,149
1.0,4.0,4.0,0.28,221.0,399
0.0,2.0,32.0,3.08,132.0,40
1.0,7.0,1.0,0.04,0.0,450
0.0,1.0,194.0,4.29,0.0,60
0.0,1.0,37.0,1.06,310.0,125
1.0,3.0,1.0,0.09,0.0,125
0.0,1.0,3.0,0.15,0.0,32
1.0,4.0,216.0,3.34,55.0,190
2.0,1.0,33.0,2.78,85.0,33
0.0,3.0,2.0,0.09,0.0,90
0.0,4.0,25.0,1.35,0.0,130
0.0,2.0,13.0,0.36,365.0,100
1.0,8.0,48.0,1.06,37.0,199
0.0,3.0,101.0,1.44,340.0,60
0.0,1.0,46.0,0.91,14.0,54
1.0,1.0,17.0,0.6,102.0,150
0.0,5.0,30.0,0.98,318.0,45
1.0,1.0,4.0,4.0,84.0,95
1.0,4.0,4.0,0.72,8.0,85
1.0,2.0,28.0,0.58,0.0,180
0.0,3.0,4.0,0.09,0.0,105
0.0,5.0,1.0,0.04,0.0,43
1.0,2.0,9.0,2.31,133.0,244
0.0,1.0,19.0,4.35,32.0,50
0.0,4.0,35.0,1.24,0.0,70
0.0,2.0,64.0,6.34,6.0,65
0.0,1.0,2.0,0.03,0.0,70
1.0,1.0,4.0,1.05,123.0,170
0.0,7.0,1.0,0.03,0.0,75
0.0,3.0,8.0,0.36,0.0,55
0.0,1.0,1.0,1.0,39.0,45
1.0,2.0,1.0,0.12,0.0,175
1.0,4.0,6.0,0.58,1.0,175
1.0,1.0,27.0,2.92,36.0,100
1.0,5.0,20.0,1.08,0.0,149
0.0,2.0,16.0,2.5,222.0,65
0.0,1.0,4.0,0.38,0.0,150
0.0,3.0,12.0,1.34,0.0,105
1.0,3.0,4.0,0.53,0.0,85
1.0,3.0,20.0,2.74,283.0,260
0.0,2.0,16.0,1.62,357.0,200
0.0,3.0,15.0,0.41,0.0,59
0.0,3.0,1.0,0.07,5.0,125
0.0,1.0,36.0,3.79,180.0,120
1.0,4.0,48.0,2.16,6.0,100
0.0,4.0,1.0,0.05,0.0,88
1.0,2.0,6.0,0.42,39.0,136
0.0,3.0,8.0,0.65,18.0,49
0.0,4.0,28.0,0.59,364.0,86
0.0,3.0,7.0,0.19,0.0,70
1.0,3.0,7.0,0.12,0.0,200
1.0,7.0,9.0,0.55,80.0,145
0.0,1.0,6.0,0.4,0.0,35
1.0,4.0,32.0,1.96,0.0,160
0.0,2.0,39.0,1.66,76.0,65
1.0,2.0,1.0,1.0,0.0,149
0.0,2.0,53.0,1.37,364.0,80
1.0,2.0,90.0,1.95,11.0,265
1.0,4.0,19.0,0.51,349.0,1000
1.0,1.0,8.0,0.41,361.0,2590
1.0,2.0,3.0,0.32,3.0,99
1.0,5.0,15.0,4.89,146.0,289
0.0,2.0,29.0,1.36,167.0,90
0.0,2.0,86.0,10.12,56.0,40
1.0,2.0,71.0,0.9,199.0,125
1.0,1.0,2.0,0.05,0.0,96
0.0,2.0,8.0,3.69,34.0,120
0.0,1.0,7.0,1.84,265.0,50
1.0,2.0,7.0,0.06,298.0,350
0.0,2.0,6.0,0.46,77.0,83
1.0,2.0,24.0,1.02,335.0,275
2.0,2.0,4.0,0.64,267.0,58
0.0,7.0,2.0,0.07,12.0,47
0.0,3.0,3.0,3.0,17.0,99
0.0,1.0,82.0,0.94,365.0,39
1.0,1.0,14.0,0.38,0.0,100
1.0,2.0,5.0,0.22,0.0,450
0.0,1.0,15.0,0.26,322.0,99
1.0,2.0,1.0,1.0,25.0,290
1.0,2.0,69.0,0.67,12.0,135
1.0,5.0,1.0,0.4,0.0,250
1.0,2.0,9.0,0.23,0.0,450
0.0,2.0,15.0,2.81,344.0,65
1.0,1.0,2.0,0.04,0.0,350
0.0,1.0,220.0,3.53,100.0,88
1.0,3.0,1.0,0.21,94.0,75
1.0,3.0,24.0,1.76,32.0,300
1.0,2.0,2.0,0.05,0.0,120
1.0,2.0,5.0,0.2,0.0,350
0.0,2.0,16.0,0.37,0.0,52
0.0,6.0,2.0,0.06,0.0,60
1.0,4.0,16.0,0.37,206.0,345
1.0,3.0,1.0,0.5,24.0,130
0.0,2.0,2.0,2.0,76.0,87
1.0,1.0,5.0,0.2,0.0,77
0.0,2.0,1.0,0.05,0.0,28
0.0,2.0,101.0,3.4,329.0,52
1.0,1.0,58.0,0.77,301.0,130
1.0,4.0,107.0,2.73,203.0,200
1.0,1.0,14.0,0.89,0.0,125
1.0,1.0,1.0,1.0,49.0,67
1.0,2.0,4.0,2.35,311.0,119
0.0,1.0,199.0,4.19,288.0,59
2.0,1.0,29.0,0.62,357.0,80
0.0,8.0,6.0,0.24,0.0,65
0.0,3.0,54.0,1.61,271.0,75
1.0,4.0,128.0,2.89,0.0,155
0.0,2.0,5.0,1.55,9.0,45
0.0,5.0,3.0,0.12,0.0,30
0.0,4.0,12.0,1.68,172.0,180
1.0,1.0,1.0,0.02,0.0,115
1.0,2.0,6.0,0.82,230.0,495
0.0,1.0,127.0,9.43,19.0,85
1.0,4.0,3.0,0.08,0.0,290
1.0,1.0,4.0,0.08,0.0,75
0.0,1.0,44.0,5.28,73.0,89
1.0,4.0,24.0,0.3,25.0,50
1.0,5.0,175.0,2.86,56.0,120
0.0,5.0,2.0,0.07,0.0,100
0.0,6.0,12.0,0.3,0.0,85
0.0,2.0,11.0,3.17,54.0,75
1.0,3.0,1.0,0.25,0.0,75
1.0,1.0,22.0,0.85,305.0,80
0.0,5.0,15.0,0.44,238.0,45
0.0,2.0,8.0,0.13,0.0,65
1.0,5.0,19.0,1.18,155.0,200
1.0,2.0,4.0,1.15,331.0,220
1.0,1.0,3.0,0.05,0.0,409
1.0,2.0,15.0,0.39,4.0,175
1.0,2.0,6.0,1.54,309.0,110
1.0,1.0,104.0,2.86,97.0,80
0.0,1.0,210.0,3.8,217.0,58
1.0,1.0,2.0,0.05,0.0,90
0.0,2.0,174.0,3.0,3.0,71
0.0,2.0,14.0,2.98,47.0,44
1.0,5.0,8.0,0.16,0.0,135
0.0,1.0,1.0,0.32,95.0,45
1.0,2.0,14.0,1.24,0.0,120
1.0,6.0,14.0,0.3,156.0,350
0.0,1.0,14.0,1.44,48.0,75
0.0,2.0,32.0,1.15,0.0,60
0.0,2.0,13.0,3.33,9.0,65
0.0,2.0,29.0,1.03,0.0,120
1.0,3.0,15.0,1.92,166.0,120
1.0,3.0,78.0,1.53,0.0,275
0.0,1.0,436.0,16.03,337.0,48
1.0,2.0,5.0,2.42,161.0,200
0.0,2.0,5.0,0.12,0.0,50
1.0,5.0,7.0,0.26,0.0,180
1.0,1.0,5.0,0.39,3.0,285
1.0,3.0,2.0,0.08,0.0,150
1.0,2.0,3.0,0.08,0.0,125
1.0,3.0,161.0,3.94,251.0,155
0.0,1.0,1.0,0.05,0.0,65
2.0,1.0,8.0,0.24,0.0,65
0.0,1.0,12.0,0.33,0.0,49
1.0,2.0,95.0,1.94,285.0,495
0.0,3.0,3.0,0.19,0.0,48
1.0,2.0,2.0,0.08,0.0,111
1.0,2.0,3.0,0.08,0.0,200
0.0,2.0,17.0,5.05,87.0,45
1.0,7.0,9.0,0.35,0.0,133
1.0,2.0,3.0,0.36,0.0,390
0.0,1.0,10.0,10.0,273.0,50
1.0,3.0,35.0,0.88,0.0,69
1.0,4.0,2.0,0.39,0.0,120
0.0,1.0,32.0,1.62,363.0,129
0.0,1.0,1.0,1.0,30.0,45
1.0,3.0,31.0,2.98,101.0,250
0.0,1.0,60.0,1.31,351.0,95
1.0,5.0,1.0,1.0,23.0,120
0.0,1.0,18.0,4.74,158.0,49
0.0,1.0,73.0,2.2,0.0,29
1.0,2.0,165.0,1.92,259.0,185
0.0,2.0,3.0,0.26,82.0,80
0.0,2.0,1.0,0.31,96.0,49
1.0,4.0,4.0,0.32,17.0,190
1.0,1.0,1.0,0.03,0.0,95
0.0,2.0,2.0,0.11,90.0,30
0.0,1.0,73.0,5.82,193.0,67
1.0,1.0,1.0,0.02,0.0,139
0.0,1.0,8.0,2.79,95.0,138
0.0,3.0,29.0,0.36,15.0,59
1.0,5.0,8.0,0.09,0.0,200
0.0,1.0,25.0,5.0,5.0,31
0.0,2.0,68.0,1.31,129.0,70
0.0,1.0,44.0,3.73,75.0,65
1.0,1.0,58.0,4.89,96.0,139
1.0,2.0,1.0,1.0,88.0,170
0.0,1.0,48.0,4.97,8.0,60
1.0,2.0,197.0,2.25,207.0,325
0.0,2.0,4.0,0.3,355.0,79
1.0,2.0,4.0,0.36,0.0,109
0.0,3.0,2.0,0.05,0.0,50
1.0,3.0,8.0,0.92,0.0,150
1.0,4.0,55.0,2.48,69.0,85
0.0,1.0,6.0,0.4,11.0,49
1.0,2.0,1.0,0.07,0.0,365
1.0,2.0,5.0,0.82,0.0,100
1.0,3.0,125.0,2.66,315.0,110
0.0,2.0,10.0,1.44,311.0,60
0.0,3.0,1.0,0.04,0.0,39
1.0,1.0,102.0,1.73,33.0,100
1.0,2.0,2.0,0.11,0.0,165
1.0,1.0,39.0,1.25,62.0,195
1.0,6.0,1.0,0.1,0.0,120
1.0,3.0,69.0,1.49,343.0,105
1.0,4.0,1.0,0.05,0.0,400
1.0,4.0,63.0,2.21,101.0,95
1.0,3.0,7.0,0.13,0.0,200
1.0,3.0,11.0,0.31,0.0,170
0.0,3.0,13.0,1.13,36.0,55
1.0,1.0,45.0,1.4,0.0,135
0.0,2.0,37.0,0.52,2.0,100
0.0,2.0,18.0,0.63,0.0,45
1.0,2.0,3.0,0.34,0.0,250
1.0,3.0,21.0,0.56,15.0,135
0.0,1.0,24.0,0.99,20.0,50
0.0,3.0,1.0,0.1,0.0,100
1.0,2.0,17.0,2.51,243.0,110
0.0,7.0,69.0,1.96,163.0,56
0.0,4.0,3.0,0.09,0.0,60
1.0,4.0,59.0,1.24,157.0,145
0.0,2.0,98.0,2.12,108.0,28
1.0,3.0,4.0,0.17,250.0,200
0.0,7.0,1.0,0.15,332.0,117
1.0,2.0,3.0,0.16,0.0,150
1.0,3.0,4.0,0.33,0.0,110
1.0,3.0,2.0,2.0,270.0,420
1.0,3.0,1.0,0.05,0.0,100
2.0,2.0,1.0,0.04,0.0,75
0.0,2.0,10.0,0.79,283.0,50
0.0,2.0,11.0,4.23,147.0,66
1.0,2.0,19.0,5.7,75.0,103
0.0,3.0,9.0,2.73,67.0,75
0.0,1.0,64.0,1.78,302.0,50
1.0,3.0,15.0,0.42,365.0,80
0.0,2.0,5.0,0.15,365.0,749
1.0,2.0,4.0,0.06,42.0,120
1.0,3.0,15.0,4.89,75.0,150
0.0,5.0,2.0,0.08,179.0,49
1.0,4.0,19.0,0.28,205.0,275
0.0,2.0,1.0,0.04,0.0,75
0.0,1.0,60.0,3.25,182.0,75
1.0,2.0,5.0,0.09,0.0,90
0.0,1.0,1.0,0.03,0.0,66
0.0,1.0,3.0,0.08,0.0,70
0.0,6.0,69.0,2.44,253.0,55
1.0,5.0,2.0,0.42,0.0,80
1.0,3.0,1.0,0.05,0.0,100
1.0,2.0,10.0,0.84,8.0,125
0.0,3.0,4.0,1.14,0.0,69
0.0,2.0,8.0,0.21,0.0,61
0.0,1.0,4.0,0.33,0.0,50
0.0,3.0,14.0,0.13,189.0,250
1.0,5.0,8.0,0.36,118.0,150
1.0,3.0,10.0,0.15,0.0,225
1.0,2.0,10.0,1.54,0.0,250
0.0,1.0,8.0,0.42,155.0,65
0.0,1.0,38.0,3.93,365.0,40
0.0,1.0,2.0,2.0,341.0,50
0.0,2.0,193.0,1.85,360.0,36
0.0,3.0,87.0,3.09,39.0,150
0.0,1.0,25.0,1.27,0.0,145
1.0,1.0,24.0,1.3,328.0,117
0.0,1.0,26.0,1.41,173.0,60
0.0,7.0,1.0,0.37,0.0,50
0.0,5.0,37.0,1.16,72.0,55
0.0,7.0,1.0,0.07,0.0,50
1.0,7.0,10.0,0.86,11.0,147
1.0,5.0,17.0,0.35,12.0,80
1.0,2.0,8.0,4.36,41.0,195
0.0,3.0,12.0,1.2,356.0,53
0.0,3.0,35.0,3.01,30.0,45
1.0,7.0,3.0,0.08,0.0,170
1.0,3.0,29.0,4.7,109.0,150
0.0,1.0,23.0,3.59,7.0,79
0.0,1.0,22.0,5.69,303.0,299
0.0,2.0,22.0,0.37,87.0,62
0.0,3.0,1.0,1.0,341.0,85
0.0,2.0,5.0,0.36,0.0,62
1.0,3.0,3.0,0.28,13.0,200
0.0,7.0,2.0,0.06,0.0,45
1.0,3.0,177.0,3.66,196.0,80
1.0,7.0,10.0,0.21,0.0,60
1.0,2.0,64.0,3.48,257.0,219
1.0,5.0,23.0,0.68,179.0,700
1.0,1.0,26.0,1.01,192.0,224
0.0,1.0,9.0,2.93,320.0,65
0.0,1.0,7.0,2.21,172.0,62
1.0,2.0,3.0,0.12,0.0,145
2.0,2.0,20.0,0.85,15.0,165
0.0,6.0,5.0,0.12,0.0,40
1.0,8.0,1.0,0.1,207.0,125
1.0,1.0,77.0,4.5,348.0,125
1.0,4.0,32.0,0.34,28.0,199
1.0,2.0,1.0,0.02,0.0,180
0.0,3.0,1.0,0.05,0.0,40
0.0,3.0,1.0,0.07,364.0,150
0.0,6.0,36.0,0.84,0.0,97
1.0,7.0,21.0,0.4,27.0,185
1.0,2.0,15.0,0.76,1.0,150
0.0,2.0,1.0,0.05,0.0,100
0.0,1.0,296.0,6.37,59.0,79
0.0,1.0,8.0,1.56,158.0,58
0.0,1.0,41.0,3.1,0.0,120
0.0,2.0,2.0,2.0,6.0,111
1.0,1.0,28.0,3.85,113.0,105
0.0,1.0,15.0,6.0,67.0,85
1.0,5.0,10.0,0.5,349.0,220
0.0,1.0,2.0,0.15,0.0,46
1.0,2.0,68.0,1.14,311.0,269
0.0,1.0,3.0,0.9,178.0,150
1.0,1.0,50.0,7.69,78.0,65
0.0,2.0,30.0,3.63,303.0,47
0.0,1.0,213.0,7.71,52.0,75
0.0,6.0,98.0,4.07,28.0,100
0.0,3.0,6.0,1.02,5.0,99
0.0,3.0,27.0,2.83,35.0,54
0.0,1.0,72.0,5.19,228.0,50
1.0,6.0,34.0,0.56,1.0,400
1.0,6.0,2.0,0.08,0.0,199
0.0,7.0,1.0,0.02,0.0,50
1.0,2.0,1.0,0.05,0.0,159
2.0,1.0,34.0,0.48,75.0,40
0.0,2.0,39.0,2.58,55.0,100
0.0,1.0,6.0,0.3,0.0,40
1.0,5.0,6.0,0.71,9.0,275
0.0,1.0,10.0,2.75,47.0,99
1.0,10.0,4.0,0.22,19.0,105
1.0,1.0,111.0,13.11,41.0,20
0.0,7.0,1.0,0.03,0.0,56
2.0,1.0,3.0,1.96,23.0,95
1.0,4.0,4.0,0.11,127.0,199
0.0,1.0,3.0,0.16,0.0,30
